ID,artist,song,album,released,genre,home_country,singer_age_at_release,entity,topic,Google_Entities_Tentative,overall_sentiment
102,Santana,Praise,Freedom,1987,Classic rock,United States,40,['Soul'],"['Recorded music', 'Songs', 'Music', 'Popular music', 'Music media', 'Albums', 'Musical compositions', 'Pop music', 'Pop songs', 'Vocal music']","Something,place,head,songs,walk,friend,change,Life,grace,freedom,world,baby,world,soul,baby,make,price,change,Life,change,spirit,freedom,grace,Life,freedom,songs,grace,o' clock,Praise Praise It",0
103,Santana,Stand Up,Marathon,1979,Rock,United States,32,['Love'],"['Albums', 'Recorded music', 'Music media', 'Sound recording', 'Entertainment', 'Music industry', 'Television series', 'Television episodes', 'American television episodes', 'Rock albums']","change,Love,chance,feelings,baby,baby,love,love,friends,Stand up,turn,baby,daylight,dreams,heads,opportunity,love,dreams,love,someone,Want,Ooh,baby,love,love",0.8
104,Stevie Wonder,Edge Of Eternity,Conversation Peace,1995,Contemporary R&B,United States,45,"['Ounce', 'Pie in the Sky (TV series)', 'Dead air', 'Eternity', 'willin', 'Wolf', 'Gettin', 'Girl', 'Dead', '180']","['Albums', 'Recorded music', 'Television episodes', 'American television episodes', 'Television series', 'Entertainment', 'Music media', 'Sound recording', 'Music industry', 'Creative works']","Well,eternity,edge,Cause,love,love,nothin,Wolf tickets,Know,kiss,edge,eternity,edge,edge,eternity,Know,Gettin,thing,Well wait,sky,eternity Pie,Repeat,head spin,it Girl,kiss,Know,edge,edge,edge,edge,ounce,Girl,store,plenty,need",-0.2
105,Stevie Wonder,Front Line,Original Musiquarium,1982,Contemporary R&B,United States,32,"['Agent Orange', 'Purple Heart', 'Vietnam', '2']","['Agent Orange', 'Shacharit for Shabbat and Yom Tov', 'Shabbat prayers', 'Months of the Hebrew calendar', 'Torah reading', 'Culture', 'Shabbat', 'Purple Heart', 'Weekly Torah readings', 'Torah books']","veteran,Vietnam,man,war,reason,cost,movie,army,man,man,leg,quote form,jungle,man,hooker,Chorus,front line,front line,line,front line,life,life,back,another,gun,shoot,hand,thrill,kind,urge,pill,uniform,price,friend,head,church,war,mind,lives,junkie,bout,right,Back,purple heart,neighborhood,fear,agent orange,no one,war,nephew,paper,families,brewing,world",-0.1
106,Stevie Wonder,Gotta Have You,Jungle Fever,1991,Contemporary R&B,United States,41,"['Visual perception', 'Eye']","['Visual perception', 'Eye', 'Entertainment', 'Albums', 'Recorded music', 'Television episodes', 'Music media', 'Television series', 'American television episodes', 'Creative works']","sight,reality,eyes,eyes,things,Cause,temptation,satisfaction,reality,eyes,Come on girl,reality,eyes,eyes,things,words,way,tradition,someone,reality,baby,Gotta,reality,reality,Gotta,baby,baby,Repeat,reality,things,Cause,disappointment,Repeat,feelings,light,senses,Plus",-0.4
107,Stevie Wonder,Sir Duke,Songs in the Key of Life,1976,Classic soul,United States,26,"['Music', 'Basie', 'Sir Duke', 'Ella', 'Sachmo', 'Miller']","['Entertainment', 'Music', 'Performing arts', 'Culture', 'Popular music', 'Fiction', 'American styles of music', 'African-American music', 'Literature', 'Recorded music']","Music,people,people,record,all,world,groove,Basie,band,language,opportunity,dance,hands,people,way,things,people,people,people,groove,letter,people,people,music,one,pioneers,voice,Sir Duke,king,life,some,Ella,Sachmo,Miller,people,people,let",0
108,Stevie Wonder,Sorry,Conversation Peace,1995,Contemporary R&B,United States,45,"['Breakin', 'Beggin']","['Television episodes', 'Television series', 'Entertainment', 'American television episodes', 'Fiction', 'Literature', 'Novels', 'Creative works', 'Television programs', 'Culture']","baby,cause,Breakin,sweat Cause,man,lovers,love,door,life,dues,boy,man,way,difference,way,man,shock,tears,body,baby,baby,baby,way,love,times,way,Goodbye,way,baby,baby,man,best,baby girl,knees,plea",-0.6
109,Stevie Wonder,Isn't She Lovely,Songs in the Key of Life,1976,Classic soul,United States,26,"['Heaven', 'God', 'Aisha', 'Londie', '1']","['Religion', 'Religious belief and doctrine', 'Theology', 'Christianity', 'Religious behaviour and experience', 'Religious philosophy', 'Mythology', 'Christian theology', 'Abrahamic religions', 'God']","love,Boy,love,one,Londie,love,angel,heaven,meaning,life,love,God,Life,love,Aisha The",0.8
110,Stevie Wonder,Keep On Running,Music of My Mind,1972,Classic soul,United States,22,,"['Albums', 'Recorded music', 'Music media', 'Television episodes', 'American television episodes', 'Sound recording', 'Music industry', 'Rock albums', 'Rock music', 'Entertainment']","love,folks,bushes,Some,friend,love,bushes,friend,love,mine,thing,man,mine,heart,mine,Keep,Keep,folks,folks,Cause,end,folks,baby",0.6
111,Weezer,Devotion,Pinkerton,1996,Alternative/Indie,United States,26,"['United States', 'Refrain', 'Right', '6', '20']","['Literature', 'Songs', 'Music', 'Fiction', 'Recorded music', 'Pop songs', 'Entertainment', 'Singles (music)', 'Musical compositions', 'Pop music']","friend,girlfriend,IQ,shortcomings,points,Waiting for Mrs. Right You,perfection,nothing,pain,Foot Hot Look All American Man Sad,Devotion Waiting,concerns,stubbornness",-0.2
112,Weezer,Don't Let Go,Weezer,2001,Alternative/Indie,United States,31,"['4', '2', 'Gods']","['Religion', 'Religious belief and doctrine', 'Religious behaviour and experience', 'Culture', 'Literature', 'Philosophy', 'Theology', 'Religious faiths, traditions, and movements', 'Entertainment', 'Christianity']","arms,girl,knees,charms,girl,girl,knees,mind,Confrontations,air,kiss,feet,Anything,heart,girl,knees,Confrontations,heart,Gods,mind,heart",-0.6
113,Weezer,Hold Me,Make Believe,2005,Alternative/Indie,United States,35,,"['Literature', 'Fiction', 'Fantasy', 'Speculative fiction', 'Novels', 'Entertainment', 'Mythology']","things,cause,dark,mountain,sea,cause,home,Cold",0
114,Weezer,Living Without You,Maladroit,2002,Alternative/Indie,United States,32,"['Ohhh', 'Whoa']","['Albums', 'Recorded music', 'Rock albums', 'Music media', 'Rock music', 'Music industry', 'Sound recording', 'Television episodes', 'Entertainment', 'Music']","friend,house,girl,friend,distance,things,Solo",0.2
115,Weezer,Beverly Hills,Make Believe,2005,Alternative/Indie,United States,35,"['Boarding school', 'Nothing', 'Car', 'Beverly Hills, California']","['Entertainment', 'Fiction', 'Boarding school', 'Literature', 'Creative works', 'Culture', 'Film', 'Arts', 'Nothing', 'English-language works']","thing,automobile,fashion sense,Livin,way,Beverly Hills Beverly Hills,crap,friends,girls,boarding schools,nobody,Preppie,pocket,celebrity,picture,movie stars,life,nothing,housemaids,pool,Cause,king,floors,spaces,life,stars,livin,celebrity,Beverly Hills Look,Beverly Hills Beverly Hills,fool,truth,chance",-0.7
116,Weezer,Everybody Get Dangerous,Weezer,2008,Alternative/Indie,United States,38,"['Chair', 'Baseball', 'Ninja', 'Knife', 'Baseball bat', 'Night', 'Toilet paper', 'Refrain', 'A Little Bit Wicked', 'Pond', 'Smile', 'Hockey', 'Everybody', 'Lookin', 'Drivin', 'Tercel', 'Causin', 'Burnin']","['Entertainment', 'Chair', 'Baseball', 'Ninja', 'Television series', 'Creative works', 'Fiction', 'Knife', 'Refrain', 'Baseball bat']","Everybody,some,games,cow,friends,fun,cows,baseball bat,Everybody,fences,hits,eggs,Toilet paper,mail boxes,bit,Everybody,Everybody,Everybody,damage,practice,benches,chairs,tables,Lookin,kids,way,Causin,knives,knives,nighttimes,road kills,ponds,forces,corpses,thrills,fire,things,safety pads,guardian angel,confession,friend,paths,destiny,kind,Lightin,Hockey,smile,face,Cause,place,ninja swords,country roads,keys,wheel,parents,zone,home,Hey Dad,Tercel,Drivin",0.1
117,Weezer,I Do,Weezer,2001,Alternative/Indie,United States,31,['2017-11-26T00:00:00.000-05:00'],['The Sun (United Kingdom)'],"times,games,sun",0
118,Weezer,King,Weezer,2008,Alternative/Indie,United States,38,"['Disco', 'Beer']","['Disco', 'Music', 'Entertainment', 'Recorded music', 'Popular music', 'Pop songs', 'Pop music', 'Songs', 'Performing arts', 'American musicians']","king,baby,thing,dude,slack,biz,disco,beer Act,army,losers,respect,babies,something,something,Some,some,town,kick,attention,something,action,winners,man,something,Nobody,biz,town,Life",0
119,Weezer,Photograph,Weezer,2001,Alternative/Indie,United States,31,['3'],"['Entertainment', 'Creative works', 'Fiction', 'Films', 'Film', 'English-language works', 'Novels', 'Works', 'Television series', 'Drama']","heart,Cause,baby,baby,love,heart,everybody,baby,baby,stars,photograph,photograph,everybody,Something,photograph,photograph,photograph,place,hope,love,oo-oo-oo,baby,baby,photograph,heart,love,everybody,Something,dream,plans",0
120,Weezer,Say It Ain't So,Weezer,1994,Alternative/Indie,United States,24,"['Water slide', 'Icebox', 'Heine', 'Jimmy', 'Jesus', 'Daddy', 'Steven']","['Albums', 'Recorded music', 'Television episodes', 'Entertainment', 'Music media', 'Popular music', 'Television series', 'American television episodes', 'Sound recording', 'Music industry']","water slide,life taker,Somebody,icebox,cold one,Alright Somebody's Heine' Is crowdin,chills,Wrestle,life taker,stepfather,bottle,drug,back,drug,love,way,Jimmy Something,eyes,Inside Flip,bottle,drug,feelings,son,flood,heart breaker,heart breaker,Steven,life taker,Daddy,silence,things,heart breaker,Jesus",0.5
121,Wu-Tang Clan,Reunited,Wu-Tang Forever,1997,Hip-hop/rap,United States,29,"['Wu-Tang Clan', 'RZA', 'Hip hop music', 'Riddler', 'Mural', 'Fruit', 'Fetus', 'Appetite for Destruction', 'Juice', 'Agent Orange', 'Manhattan', 'Funk', 'Iron', 'Monk']","['Wu-Tang Clan', 'African-American music', 'Hip hop', 'Hip hop music', 'RZA', 'Popular music', 'American popular music', 'East Coast hip hop', 'Music of the African diaspora', 'American styles of music']","motherfuckers,motherfuckers,rap,Wu-Tang Incorp,addition,niggas,motherfuckers,Wu,world,compositions,disaster,paint,rap star twinkle killer instinct,parables,LP,missions,turf,match,industry,underground,style,Scattin,Earth Wicked,look,Bitch ass niggaz,walkin,skunk,feet,compartments,dart,head,wall,bitches,trunk,monk,mural,tree top,funk,advantage,garment,manifestation,rituals,coal,Wright Brothers,dirt,Iron Lung,world,skunk,name,touch,chunk,words,Jim Thorpe,Hard,Rhymin,Ya,Moonshine,carnage,momma,motherfuckers,bitch,fuss,nigga,frisbee,wall,brain,sink box,Stink box,fuse,lunch,church,doves,bus,news,Gold,booze,grandfather,mouth,cook-out,fuck,man,plane,funny bone tickler,murder rap,dick sex enigma pistol,stigma,order,get,ink blots,spacewalk,directors,dosage,notice,postage,Dirty,Bitch,RZA Yo,Attack,flow,destruction,production,trust nothin,somethin,dart gun,bustin,angle,code,homage,bout,nose,Zig-Zag-Zig A,bals,Unglove,The Indian,Manhattan,Caligula,The Riddler,line,MC,B-jork,screamin,Be,target,rock,drill sergeant,crew,sundial,point,Jesus,Twisted Metal,Agent Orange,yo,feet,rap souflee saute,hands,plague,jig,proof,goose,fetus,copies,noose,cranberry fruit juice Ginseng boost,money,bar nickle,Drunk,Su,Wu Thirty-Six,Chambers,neck,egg,Absolut,Leg Leg Arm,Eighty,Hennessee,Kinko",-0.4
122,Wu-Tang Clan,Method Man,Enter the Wu-Tang,1993,Hip-hop/rap,United States,25,"['Wu-Tang Clan', 'Inspectah Deck', 'RZA', 'GZA', 'Method Man', 'Raekwon', ""Ol' Dirty Bastard"", 'Jif (peanut butter)', 'Fat Albert and the Cosby Kids', 'Peanut butter']","['Wu-Tang Clan', 'Hip hop', 'African-American music', 'East Coast hip hop', 'Hip hop collectives', 'Wu-Tang Clan members', 'New York hip hop', 'Musical collectives', 'Five percenters', 'American male rappers']","H-O-D,Comin,method man,cloud,style,Shaolin,slums,jam,H-O-D,H-O-D,Method Man,Method Man Straight,MAN M-E-T,MAN M-E-T,MAN Hey,White Owls,Ghost Face Killer,Inspecktah Deck,Ol Dirty Bastard,GZA,God,Raekwon the Chef You,RZA,Wu-Tang Fading,Humpty Hump Wow,Style,butter,Method Man,meth,jam,cause,cake patty cake,eggs,angle,Upside downside,ham,fact,rubber Band,flam,Sam Sam I am,doubt,commotion,shit,some,some,skins,skin,coast,diggy dog shit,putty tat,behavior savior,Peter Pan Peanut butter,All,paw,poetry,plan,master,corn,lord,sword,skunk,bags,lotion,motion,licks,flavor,pantie raider,forty,shorty,huff,snow,blowin,wind,mic,Question,Hittin,Skippy,Jif,flow,Child,boom,no one,crews,motherfuckers,crew,isle,bleach,glass,center,break Peep,Saran Wrap,Method All,soul,Like Deck,song,sperm,man,Fat Albert,Method,MAN,Ill,Zoom,cause,slums,mother,posse,friends,swarm,chambers,death,kid,Word,peace,Chim chimmeny chim chim cherie Freak,Tootsie Roll,flow,butt,girls rumps,sex,things,hoes,bitch squirm,ballistics Missiles,game,pistol Clip,slug,jump,brain,pump,Wu-Tang Killa Bee,Super Sperm,Yo,Joe",-0.4
123,Wu-Tang Clan,Second Coming,Wu-Tang Forever,1997,Hip-hop/rap,United States,29,"['Wu-Tang Clan', 'Hip hop music', 'God', 'Radio station', 'Melody', 'Lord', '2018-05-01T00:00:00.000-04:00']","['Wu-Tang Clan', 'Hip hop music', 'Culture', 'Religious belief and doctrine', 'Religion', 'Religious behaviour and experience', 'Literature', 'Hip hop', 'Shacharit for Shabbat and Yom Tov', 'Shabbat prayers']","Man,radio station,Fiends,world,world,God,world,man,shit,baby,hip-hop shit,mothers,death,MC,Damn,hill,Wu-Tang Wu-Tang,jiggy,mind,stress,enslavement,project pavement,hip-hop game,step,world,LP,world,Lord,window,sky,dark,hip-hop game,project pavement,enslavement,mind,stress,train,melody,ear,tape,hip-hop game,same,pain,tape,sky,dark,window,sign,knowledge,air,Billboards",-0.3
